tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	66008	0	live	TRAK2	ALS2CR3, CALS-C, GRIF-1, GRIF1, MILT2, OIP98	trafficking kinesin protein 2	trafficking kinesin-binding protein 2|O-linked N-acetylglucosamine transferase interacting protein 98|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 3 protein|gamma-aminobutyric acid(A) receptor-interacting factor|milton homolog 2|trafficking protein, kinesin binding 2	2q33.1	2	NC_000002.12	201377207	201451458	minus	16	607334
9606	Homo sapiens	4780	0	live	NFE2L2	HEBP1, IMDDHH, NRF2, Nrf-2	NFE2 like bZIP transcription factor 2	nuclear factor erythroid 2-related factor 2|nuclear factor erythroid-derived 2-like 2|nuclear factor, erythroid 2 like 2	2q31.2	2	NC_000002.12	177230303	177264727	minus	6	600492
9606	Homo sapiens	9217	0	live	VAPB	ALS8, VAMP-B, VAP-B	VAMP associated protein B and C	vesicle-associated membrane protein-associated protein B/C|VAMP (vesicle-associated membrane protein)-associated protein B and C|VAMP-associated 33 kDa protein	20q13.32	20	NC_000020.11	58389229	58451101	plus	7	605704
9606	Homo sapiens	3479	0	live	IGF1	IGF, IGF-I, IGFI, MGF	insulin like growth factor 1	insulin-like growth factor 1|insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C	12q23.2	12	NC_000012.12	102395874	102481839	minus	7	147440
9606	Homo sapiens	117583	0	live	PARD3B	ALS2CR19, PAR3B, PAR3L, PAR3beta	par-3 family cell polarity regulator beta	partitioning defective 3 homolog B|PAR3-L protein|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 19|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein|par-3 partitioning defective 3 homolog B|partitioning defective 3-like protein|partitioning-defective 3-beta	2q33.3	2	NC_000002.12	204545475	205620162	plus	33	619353
9606	Homo sapiens	367	0	live	AR	AIS8, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM, AR	androgen receptor	androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4	Xq12	X	NC_000023.11	67544021	67730619	plus	11	313700
9606	Homo sapiens	3077	0	live	HFE	HFE1, HH, HLA-H, MVCD7, TFQTL2	homeostatic iron regulator	hereditary hemochromatosis protein|MHC class I-like protein HFE|hereditary hemochromatosis protein HLA-H|high Fe	6p22.2	6	NC_000006.12	26087429	26098343	plus	7	613609
9606	Homo sapiens	27185	0	live	DISC1	C1orf136, SCZD9	DISC1 scaffold protein	disrupted in schizophrenia 1 protein	1q42.2	1	NC_000001.11	231626790	232041272	plus	19	605210
9606	Homo sapiens	5243	0	live	ABCB1	ABC20, CD243, CLCS, ENPAT, GP170, MDR1, P-GP, PGY1, p-170	ATP binding cassette subfamily B member 1	ATP-dependent translocase ABCB1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance|multidrug resistance protein 1|phospholipid transporter ABCB1	7q21.12	7	NC_000007.14	87503017	87713295	minus	32	171050
9606	Homo sapiens	4790	0	live	NFKB1	CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB	nuclear factor kappa B subunit 1	nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4q24	4	NC_000004.12	102501359	102617302	plus	27	164011
9606	Homo sapiens	10280	0	live	SIGMAR1	ALS16, DSMA2, HMNR2, OPRS1, SIG-1R, SR-BP, SR-BP1, SRBP, hSigmaR1, sigma1R	sigma non-opioid intracellular receptor 1	sigma non-opioid intracellular receptor 1|SR31747 binding protein 1|aging-associated gene 8 protein|sigma 1-type opioid receptor	9p13.3	9	NC_000009.12	34634722	34637787	minus	4	601978
9606	Homo sapiens	5820	0	live	PVT1	LINC00079, MIR1204HG, NCRNA00079, TP53LC09, onco-lncRNA-100	Pvt1 oncogene	CXCR4/PVT1 fusion|HIST1H2BD/PVT1 fusion|HLA-A24 ligand (HWNDTRPAHF, HF10)|MIR1204, MIR1205, MIR1206 and MIR1207 host|Oncogene PVT-1 (MYC activator)|PVT1/CASC8 fusion|PVT1/CCDC26 fusion|PVT1/IFRD1 fusion|PVT1/IRF2BP2 fusion|PVT1/LINC00824 fusion|PVT1/MYC fusion|PVT1/NFIL3 fusion|PVT1/NSMCE2 fusion|PVT1/SPRY2 fusion|PVT1/UBB fusion|Pvt1 oncogene (non-protein coding)|RP11-89K10/PVT1 fusion|long intergenic non-protein coding RNA 79|plasmacytoma variant translocation 1|pvt-1 (murine) oncogene homolog, MYC activator	8q24.21	8	NC_000008.11	127794524	128101256	plus	34	165140
9606	Homo sapiens	54822	0	live	TRPM7	ALSPDC, CHAK, CHAK1, LTRPC7, LTrpC-7, TRP-PLIK	transient receptor potential cation channel subfamily M member 7	transient receptor potential cation channel subfamily M member 7|LTRPC ion channel family member 7|channel-kinase 1|long transient receptor potential channel 7|transient receptor potential-phospholipase C-interacting kinase	15q21.2	15	NC_000015.10	50557158	50686797	minus	39	605692
9606	Homo sapiens	151254	0	live	C2CD6	ALS2CR11, SPGF68	C2 calcium dependent domain containing 6	cation channel sperm-associated targeting subunit tau|C2 calcium-dependent domain-containing protein 6|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein|amyotrophic lateral sclerosis 2 chromosome region candidate 11|catSper-tau|testicular tissue protein Li 16	2q33.1	2	NC_000002.12	201487421	201619178	minus	18	619776
9606	Homo sapiens	7113	0	live	TMPRSS2	PRSS10	transmembrane serine protease 2	transmembrane protease serine 2|epitheliasin|serine protease 10|transmembrane protease, serine 2	21q22.3	21	NC_000021.9	41464305	41508158	minus	15	602060
9606	Homo sapiens	1540	0	live	CYLD	BRSS, CDMT1, CYLDI, EAC, FTDALS8, MFT, MFT1, SBS, TEM, USPL2, CYLD	CYLD lysine 63 deubiquitinase	ubiquitin carboxyl-terminal hydrolase CYLD|cylindromatosis (turban tumor syndrome)|deubiquitinating enzyme CYLD|probable ubiquitin carboxyl-terminal hydrolase CYLD|ubiquitin specific peptidase like 2|ubiquitin thioesterase CYLD|ubiquitin thiolesterase CYLD|ubiquitin-specific-processing protease CYLD	16q12.1	16	NC_000016.10	50742086	50801935	plus	23	605018
9606	Homo sapiens	406232	2521	secondary	ALS6		amyotrophic lateral sclerosis 6		16q12	16						
9606	Homo sapiens	255	80208	secondary	ALS5		amyotrophic lateral sclerosis 5		15q15.1-q21.1	15						
9606	Homo sapiens	254	23064	secondary	ALS4		amyotrophic lateral sclerosis 4		9q34	9						
9606	Homo sapiens	9782	0	live	MATR3	ALS21, MPD2, VCPDM	matrin 3	matrin-3|vocal cord and pharyngeal weakness with distal myopathy	5q31.2	5	NC_000005.10	139274101	139331677	plus	23	164015
9606	Homo sapiens	6885	0	live	MAP3K7	CSCF, FMD2, MEKK7, TAK1, TGF1a	mitogen-activated protein kinase kinase kinase 7	mitogen-activated protein kinase kinase kinase 7|TGF-beta activated kinase 1|transforming growth factor-beta-activated kinase 1	6q15	6	NC_000006.12	90513579	90587072	minus	17	602614
9606	Homo sapiens	65062	0	live	TMEM237	ALS2CR4, JBTS14	transmembrane protein 237	transmembrane protein 237|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein	2q33.1	2	NC_000002.12	201620186	201643503	minus	14	614423
9606	Homo sapiens	253	0	live	ALS3	ALS6	amyotrophic lateral sclerosis 3 (autosomal dominant)		18q21	18						606640
9606	Homo sapiens	406238	0	live	ALS7		amyotrophic lateral sclerosis 7		20p13	20						608031
9606	Homo sapiens	449014	9217	secondary	ALS8		Amyotrophic lateral sclerosis 8		20q13.33	20						
9606	Homo sapiens	60497	203228	secondary	ALSFTD		Amyotrophic lateral sclerosis with frontotemporal dementia		9q21-q22	9						
9606	Homo sapiens	7015	0	live	TERT	CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT	telomerase reverse transcriptase	telomerase reverse transcriptase|telomerase catalytic subunit|telomerase-associated protein 2	5p15.33	5	NC_000005.10	1253167	1295068	minus	16	187270
9606	Homo sapiens	3990	0	live	LIPC	HDLCQ12, HL, HTGL, LIPH	lipase C, hepatic type	hepatic triacylglycerol lipase|Triacylglycerol lipase|hepatic lipase|lipase member C|lipase, hepatic|lysophospholipase|phospholipase A1	15q21.3	15	NC_000015.10	58431991	58569844	plus	9	151670
9606	Homo sapiens	5444	0	live	PON1	ESA, MVCD5, PON	paraoxonase 1	serum paraoxonase/arylesterase 1|A-esterase 1|K-45|PON 1|aromatic esterase 1|arylesterase 1|arylesterase B-type|esterase A|paraoxonase B-type|serum aryldiakylphosphatase|serum aryldialkylphosphatase 1	7q21.3	7	NC_000007.14	95297676	95324532	minus	9	168820
9606	Homo sapiens	3576	0	live	CXCL8	GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8	C-X-C motif chemokine ligand 8	interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1	4q13.3	4	NC_000004.12	73740569	73743716	plus	3	146930
9606	Homo sapiens	3458	0	live	IFNG	IFG, IFI, IMD69	interferon gamma	interferon gamma|IFN-gamma|immune interferon	12q15	12	NC_000012.12	68154768	68159740	minus	4	147570
9606	Homo sapiens	2950	0	live	GSTP1	DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI	glutathione S-transferase pi 1	glutathione S-transferase P|GST class-pi|GSTP1-1|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III	11q13.2	11	NC_000011.10	67583812	67586653	plus	7	134660
9606	Homo sapiens	4744	0	live	NEFH	CMT2CC, NFH	neurofilament heavy chain	neurofilament heavy polypeptide|200 kDa neurofilament protein|NF-H|neurofilament triplet H protein|neurofilament, heavy polypeptide 200kDa	22q12.2	22	NC_000022.11	29480218	29491390	plus	4	162230
9606	Homo sapiens	3798	0	live	KIF5A	ALS25, D12S1889, MY050, NEIMY, NKHC, SPG10	kinesin family member 5A	kinesin heavy chain isoform 5A|KIF5A variant protein|kinesin heavy chain neuron-specific 1|kinesin, heavy chain, neuron-specific|neuron-specific kinesin heavy chain|neuronal kinesin heavy chain	12q13.3	12	NC_000012.12	57550044	57586633	plus	29	602821
9606	Homo sapiens	23411	0	live	SIRT1	SIR2, SIR2L1, SIR2alpha	sirtuin 1	NAD-dependent protein deacetylase sirtuin-1|NAD-dependent protein deacylase sirtuin-1|SIR2-like protein 1|regulatory protein SIR2 homolog 1|sirtuin type 1	10q21.3	10	NC_000010.11	67884656	67918390	plus	11	604479
9606	Homo sapiens	23327	0	live	NEDD4L	NEDD4-2, NEDD4.2, PVNH7, RSP5, hNEDD4-2	NEDD4 like E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase NEDD4-like|HECT-type E3 ubiquitin transferase NED4L|neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase|ubiquitin-protein ligase Rsp5	18q21.31	18	NC_000018.10	58044226	58401540	plus	43	606384
9606	Homo sapiens	5077	0	live	PAX3	CDHS, HUP2, PAX-3, WS1, WS3	paired box 3	paired box protein Pax-3|paired box homeotic gene 3|paired domain gene 3|paired domain gene HuP2|transcriptional factor PAX3	2q36.1	2	NC_000002.12	222199887	222298998	minus	10	606597
9606	Homo sapiens	10544	0	live	PROCR	CCCA, CCD41, EPCR	protein C receptor	endothelial protein C receptor|APC receptor|CD201 antigen|activated protein C receptor|cell cycle, centrosome-associated protein|centrocyclin|protein C receptor, endothelial	20q11.22	20	NC_000020.11	35171096	35216259	plus	7	600646
9606	Homo sapiens	130540	0	live	FLACC1	ALS2CR12	flagellum associated containing coiled-coil domains 1	flagellum-associated coiled-coil domain-containing protein 1|ALS2 chromosome region 12|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein|amyotrophic lateral sclerosis 2 chromosome region 12|amyotrophic lateral sclerosis 2 chromosome region candidate 12	2q33.1	2	NC_000002.12	201288271	201364289	minus	17	619796
9606	Homo sapiens	6347	0	live	CCL2	GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF	C-C motif chemokine ligand 2	C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte chemotactic protein 1|monocyte secretory protein JE|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2|small-inducible cytokine A2	17q12	17	NC_000017.11	34255285	34257203	plus	3	158105
9606	Homo sapiens	7020	0	live	TFAP2A	AP-2, AP-2alpha, AP2TF, BOFS, TFAP2	transcription factor AP-2 alpha	transcription factor AP-2-alpha|AP-2 transcription factor|activating enhancer-binding protein 2-alpha|activator protein 2|transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	6p24.3	6	NC_000006.12	10396677	10419659	minus	9	107580
9606	Homo sapiens	3605	0	live	IL17A	CTLA-8, CTLA8, IL-17, IL-17A, IL17, ILA17	interleukin 17A	interleukin-17A|cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8)|interleukin-17	6p12.2	6	NC_000006.12	52186375	52190638	plus	3	603149
9606	Homo sapiens	60491	0	live	NIF3L1	ALS2CR1, CALS-7, MDS015	NGG1 interacting factor 3 like 1	NIF3-like protein 1|GTP cyclohydrolase I|NIF3 (Ngg1 interacting factor 3, S.pombe homolog)-like 1|NIF3 NGG1 interacting factor 3-like 1|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 1|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein|putative GTP cyclohydrolase 1 type 2 NIF3L1	2q33.1	2	NC_000002.12	200889327	200903932	plus	8	605778
9606	Homo sapiens	4313	0	live	MMP2	CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1	matrix metallopeptidase 2	72 kDa type IV collagenase|collagenase type IV-A|matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)|matrix metalloproteinase-2|matrix metalloproteinase-II|neutrophil gelatinase	16q12.2	16	NC_000016.10	55478830	55506691	plus	17	120360
