tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	347902	0	live	AMIGO2	ALI1, AMIGO-2, DEGA	adhesion molecule with Ig like domain 2	amphoterin-induced protein 2|alivin 1|amphoterin induced gene 2|differentially expressed in gastric adenocarcinoma|differentially expressed in gastric adenocarcinomas|transmembrane protein AMIGO2	12q13.11	12	NC_000012.12	47075707	47079959	minus	3	615690
9606	Homo sapiens	283	0	live	ANG	ALS9, HEL168, RAA1, RNASE4, RNASE5	angiogenin	angiogenin|Homo sapiens epididymis luminal protein 168|RNase 5|angiogenin, ribonuclease, RNase A family, 5|epididymis luminal protein 168|ribonuclease 5|ribonuclease A A1|ribonuclease A family member 5	14q11.2	14	NC_000014.9	20684177	20694186	plus	4	105850
9606	Homo sapiens	255239	0	live	ANKK1	PKK2, sgK288	ankyrin repeat and kinase domain containing 1	ankyrin repeat and protein kinase domain-containing protein 1|X-kinase|protein kinase PKK2|sugen kinase 288	11q23.2	11	NC_000011.10	113387779	113400416	plus	10	608774
9606	Homo sapiens	301	0	live	ANXA1	ANX1, LPC1	annexin A1	annexin A1|annexin I (lipocortin I)|annexin-1|calpactin II|calpactin-2|chromobindin-9|epididymis secretory sperm binding protein|phospholipase A2 inhibitory protein	9q21.13	9	NC_000009.12	73151865	73170393	plus	13	151690
9606	Homo sapiens	317	0	live	APAF1	APAF-1, CED4	apoptotic peptidase activating factor 1	apoptotic protease-activating factor 1	12q23.1	12	NC_000012.12	98645290	98735433	plus	29	602233
9606	Homo sapiens	325	0	live	APCS	HEL-S-92n, PTX2, SAP	amyloid P component, serum	serum amyloid P-component|9.5S alpha-1-glycoprotein|epididymis secretory sperm binding protein Li 92n|pentaxin-related|pentraxin-2|pentraxin-related	1q23.2	1	NC_000001.11	159587826	159588865	plus	2	104770
9606	Homo sapiens	328	0	live	APEX1	APE, APE1, APEN, APEX, APX, HAP1, REF1	apurinic/apyrimidinic endodeoxyribonuclease 1	DNA repair nuclease/redox regulator APEX1|AP endonuclease class I|AP lyase|APEX nuclease (multifunctional DNA repair enzyme) 1|DNA-(apurinic or apyrimidinic site) endonuclease|DNA-(apurinic or apyrimidinic site) lyase|apurinic-apyrimidinic endonuclease 1|apurinic/apyrimidinic (abasic) endonuclease|deoxyribonuclease (apurinic or apyrimidinic)|protein REF-1|redox factor-1	14q11.2	14	NC_000014.9	20455226	20457767	plus	5	107748
9606	Homo sapiens	335	0	live	APOA1	AMYLD3, HPALP2, apo(a)	apolipoprotein A1	apolipoprotein A-I|apo-AI|epididymis secretory sperm binding protein	11q23.3	11	NC_000011.10	116835751	116837622	minus	4	107680
9606	Homo sapiens	341	0	live	APOC1	APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB	apolipoprotein C1	apolipoprotein C-I	19q13.32	19	NC_000019.10	44914325	44919346	plus	5	107710
9606	Homo sapiens	347	0	live	APOD		apolipoprotein D	apolipoprotein D|apo-D	3q29	3	NC_000003.12	195568705	195583940	minus	5	107740
9606	Homo sapiens	348	0	live	APOE	AD2, APO-E, ApoE4, LDLCQ5, LPG	apolipoprotein E	apolipoprotein E|apolipoprotein E3	19q13.32	19	NC_000019.10	44905796	44909393	plus	6	107741
9606	Homo sapiens	351	0	live	APP	AAA, ABETA, ABPP, AD1I, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4, APP	amyloid beta precursor protein	amyloid-beta precursor protein|alzheimer disease amyloid A4 protein homolog|alzheimer disease amyloid protein|amyloid beta (A4) precursor protein|amyloid beta A4 protein|amyloid precursor protein|beta-amyloid peptide|beta-amyloid peptide(1-40)|beta-amyloid peptide(1-42)|beta-amyloid precursor protein|cerebral vascular amyloid peptide|peptidase nexin-II|protease nexin-II|testicular tissue protein Li 2	21q21.3	21	NC_000021.9	25880550	26171128	minus	20	104760
9606	Homo sapiens	358	0	live	AQP1	AQP-CHIP, CHIP28, CO	aquaporin 1 (Colton blood group)	aquaporin-1|Colton blood group antigen|aquaporin 1 (channel-forming integral protein, 28kDa, CO blood group)|aquaporin 1, Colton blood group antigen|aquaporin-CHIP|bloodgroup CO protein|channel-like integral membrane protein of 28 kDa|channel-like integral membrane protein, 28-kDa|urine water channel|water channel protein for red blood cells and kidney proximal tubule	7p14.3	7	NC_000007.14	30911853	30925516	plus	4	107776
9606	Homo sapiens	361	0	live	AQP4	MIWC, MLC4, WCH4, hAQP4	aquaporin 4	aquaporin-4|aquaporin type4|mercurial-insensitive water channel	18q11.2	18	NC_000018.10	26852038	26865803	minus	5	600308
9606	Homo sapiens	8874	0	live	ARHGEF7	BETA-PIX, COOL-1, COOL1, Nbla10314, P50, P50BP, P85, P85COOL1, P85SPR, PAK3, PIXB	Rho guanine nucleotide exchange factor 7	rho guanine nucleotide exchange factor 7|PAK-interacting exchange factor beta|Rho guanine nucleotide exchange factor (GEF) 7|SH3 domain-containing proline-rich protein	13q34	13	NC_000013.11	111114619	111305734	plus	32	605477
9606	Homo sapiens	410	0	live	ARSA	ASA, MLD	arylsulfatase A	arylsulfatase A|cerebroside-sulfatase|epididymis secretory sperm binding protein	22q13.33	22	NC_000022.11	50622754	50628152	minus	9	607574
9606	Homo sapiens	429	0	live	ASCL1	ASH1, HASH1, MASH1, bHLHa46	achaete-scute family bHLH transcription factor 1	achaete-scute homolog 1|ASH-1|achaete scute protein|achaete-scute complex homolog 1|achaete-scute complex-like 1|class A basic helix-loop-helix protein 46	12q23.2	12	NC_000012.12	102957674	102960513	plus	2	100790
9606	Homo sapiens	40	0	live	ASIC2	ACCN, ACCN1a, BNC1, BNaC1, MDEG, hBNaC1, ASIC2	acid sensing ion channel subunit 2	acid-sensing ion channel 2|acid sensing (proton gated) ion channel 2|amiloride-sensitive cation channel 1, neuronal|brain Na+ channel-1|brain sodium channel 1|mammalian degenerin homolog|neuronal amiloride-sensitive cation channel 1	17q11.2-q12	17	NC_000017.11	33013087	34156768	minus	11	601784
9606	Homo sapiens	1386	0	live	ATF2	CRE-BP1, CREB-2, CREB2, HB16, TREB7	activating transcription factor 2	cyclic AMP-dependent transcription factor ATF-2|cAMP response element-binding protein CRE-BP1|cAMP responsive element binding protein 2, formerly|cAMP-dependent transcription factor ATF-2|cyclic AMP-responsive element-binding protein 2|histone acetyltransferase ATF2	2q31.1	2	NC_000002.12	175072259	175168203	minus	17	123811
9606	Homo sapiens	468	0	live	ATF4	CREB-2, CREB2, TAXREB67, TXREB	activating transcription factor 4	cyclic AMP-dependent transcription factor ATF-4|DNA-binding protein TAXREB67|cAMP response element-binding protein 2|cAMP-dependent transcription factor ATF-4|cAMP-responsive element-binding protein 2|cyclic AMP-responsive element-binding protein 2|tax-responsive enhancer element B67|tax-responsive enhancer element-binding protein 67	22q13.1	22	NC_000022.11	39520559	39522686	plus	3	604064
9606	Homo sapiens	22926	0	live	ATF6	ACHM7A, ATP6alpha, ATF6	activating transcription factor 6	cyclic AMP-dependent transcription factor ATF-6 alpha|cAMP-dependent transcription factor ATF-6 alpha	1q23.3	1	NC_000001.11	161766320	161964070	plus	17	605537
9606	Homo sapiens	9140	0	live	ATG12	APG12, APG12L, FBR93, HAPG12	autophagy related 12	ubiquitin-like protein ATG12|APG12 autophagy 12-like|ATG12 autophagy related 12 homolog|Apg12 (autophagy, yeast) homolog	5q22.3	5	NC_000005.10	115828200	115841565	minus	6	609608
9606	Homo sapiens	55054	0	live	ATG16L1	APG16L, ATG16A, ATG16L, IBD10, WDR30	autophagy related 16 like 1	autophagy-related protein 16-1|APG16L beta|ATG16 autophagy related 16-like 1|WD repeat domain 30	2q37.1	2	NC_000002.12	233251673	233295669	plus	19	610767
9606	Homo sapiens	9474	0	live	ATG5	APG5, APG5-LIKE, APG5L, ASP, SCAR25, hAPG5	autophagy related 5	autophagy protein 5|APG5 autophagy 5-like|ATG5 autophagy related 5 homolog|apoptosis-specific protein	6q21	6	NC_000006.12	106184476	106325760	minus	11	604261
9606	Homo sapiens	10533	0	live	ATG7	APG7-LIKE, APG7L, GSA7, SCAR31	autophagy related 7	ubiquitin-like modifier-activating enzyme ATG7|APG7 autophagy 7-like|ATG12-activating enzyme E1 ATG7|hAGP7|ubiquitin-activating enzyme E1-like protein	3p25.3	3	NC_000003.12	11272397	11576353	plus	32	608760
9606	Homo sapiens	23120	0	live	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	phospholipid-transporting ATPase VB|ATPase, class V, type 10B|P4-ATPase flippase complex alpha subunit ATP10B|probable phospholipid-transporting ATPase VB	5q34	5	NC_000005.10	160563120	160929360	minus	29	619791
9606	Homo sapiens	23400	0	live	ATP13A2	CLN12, HSA9947, KRPPD, PARK9, SPG78	ATPase cation transporting 13A2	polyamine-transporting ATPase 13A2|ATPase 13A2|ATPase type 13A2|cation-transporting ATPase 13A2|probable cation-transporting ATPase 13A2	1p36.13	1	NC_000001.11	16985958	17011928	minus	29	610513
9606	Homo sapiens	498	0	live	ATP5F1A	ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MC5DN4A, MC5DN4B, MOM2, OMR, ORM, hATP1	ATP synthase F1 subunit alpha	ATP synthase F(1) complex subunit alpha, mitochondrial|ATP synthase alpha chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle|ATP sythase (F1-ATPase) alpha subunit|epididymis secretory sperm binding protein Li 123m|mitochondrial ATP synthetase, oligomycin-resistant	18q21.1	18	NC_000018.10	46080248	46104227	minus	13	164360
9606	Homo sapiens	6311	0	live	ATXN2	ATX2, SCA2, TNRC13	ataxin 2	ataxin-2|spinocerebellar ataxia type 2 protein|trinucleotide repeat-containing gene 13 protein	12q24.12	12	NC_000012.12	111452214	111599673	minus	27	601517
9606	Homo sapiens	4287	0	live	ATXN3	AT3, ATX3, JOS, MJD, MJD1, SCA3	ataxin 3	ataxin-3|Machado-Joseph disease protein 1|josephin|olivopontocerebellar ataxia 3|spinocerebellar ataxia type 3 protein	14q32.12	14	NC_000014.9	92044775	92106582	minus	17	607047
9606	Homo sapiens	724066	0	live	ATXN8		ataxin 8	ataxin-8|protein 1C2	13q21	13						613289
9606	Homo sapiens	6315	0	live	ATXN8OS	KLHL1AS, NCRNA00003, SCA8	ATXN8 opposite strand lncRNA	ATXN8 opposite strand (non-protein coding)|ataxin 8 opposite strand|kelch-like 1 antisense|non-protein coding RNA 3	13q21.33	13	NC_000013.11	70107421	70171738	plus	13	603680
9606	Homo sapiens	8312	0	live	AXIN1	AXIN, CMDOH, PPP1R49	axin 1	axin-1|axis inhibition protein 1|axis inhibitor 1|fused, mouse, homolog of|protein phosphatase 1, regulatory subunit 49	16p13.3	16	NC_000016.10	287440	352723	minus	17	603816
9606	Homo sapiens	100379571	0	live	BACE1-AS	BACE1-AS1, BACE1AS, NCRNA00177	BACE1 antisense RNA	BACE1 antisense RNA (non-protein coding)	11q23.3	11	NC_000011.10	117291346	117292170	plus	1	614263
9606	Homo sapiens	571	0	live	BACH1	BACH-1, BTBD24	BTB domain and CNC homolog 1	transcription regulator protein BACH1|BTB and CNC homology 1, basic leucine zipper transcription factor 1|basic region leucine zipper transcriptional regulator BACH1	21q21.3	21	NC_000021.9	29298922	29361894	plus	11	602751
9606	Homo sapiens	9532	0	live	BAG2	BAG-2, dJ417I1.2	BAG cochaperone 2	BAG family molecular chaperone regulator 2|BCL2 associated athanogene 2|bcl-2-associated athanogene 2|dJ417I1.2 (BAG-family molecular chaperone regulator 2)	6p12.1	6	NC_000006.12	57172326	57189833	plus	5	603882
9606	Homo sapiens	9529	0	live	BAG5	BAG-5, CMD2F	BAG cochaperone 5	BAG family molecular chaperone regulator 5|BCL2 associated athanogene 5|bcl-2-associated athanogene 5	14q32.33	14	NC_000014.9	103556551	103562657	minus	3	603885
9606	Homo sapiens	581	0	live	BAX	BCL2L4	BCL2 associated X, apoptosis regulator	apoptosis regulator BAX|BCL2 associated X protein|BCL2-associated X protein omega|Baxdelta2(G8)-RFS protein|Baxdelta2G9|Baxdelta2G9omega|Baxdelta2omega|bcl-2-like protein 4|bcl2-L-4	19q13.33	19	NC_000019.10	48954875	48961798	plus	7	600040
9606	Homo sapiens	590	0	live	BCHE	BCHED, CHE1, CHE2, E1	butyrylcholinesterase	cholinesterase|acylcholine acylhydrolase|butyrylcholine esterase|choline esterase II|cholinesterase (serum) 2|cholinesterase 1|pseudocholinesterase	3q26.1	3	NC_000003.12	165772904	165837423	minus	5	177400
9606	Homo sapiens	10295	0	live	BCKDK	BCKDKD, BDK	branched chain keto acid dehydrogenase kinase	branched-chain alpha-ketoacid dehydrogenase kinase|BCKD-kinase|BCKDH kinase|BCKDHKIN|[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial|branched chain alpha-ketoacid dehydrogenase kinase|branched chain ketoacid dehydrogenase kinase	16p11.2	16	NC_000016.10	31108386	31117640	plus	13	614901
9606	Homo sapiens	596	0	live	BCL2	Bcl-2, PPP1R50	BCL2 apoptosis regulator	apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50	18q21.33	18	NC_000018.10	63123346	63320090	minus	4	151430
9606	Homo sapiens	598	0	live	BCL2L1	BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52	BCL2 like 1	bcl-2-like protein 1|apoptosis regulator Bcl-X|protein phosphatase 1, regulatory subunit 52	20q11.21	20	NC_000020.11	31664452	31723963	minus	6	600039
9606	Homo sapiens	10018	0	live	BCL2L11	BAM, BIM, BOD	BCL2 like 11	bcl-2-like protein 11|BCL2-like 11 (apoptosis facilitator)|bcl-2 interacting mediator of cell death|bcl-2 interacting protein Bim|bcl-2-related ovarian death agonist	2q13	2	NC_000002.12	111120914	111168445	plus	15	603827
9606	Homo sapiens	627	0	live	BDNF	ANON2, BULN2	brain derived neurotrophic factor	neurotrophic factor BDNF precursor form|abrineurin|neurotrophin|proBDNF	11p14.1	11	NC_000011.10	27654893	27722030	minus	12	113505
9606	Homo sapiens	8678	0	live	BECN1	ATG6, VPS30, beclin1	beclin 1	beclin-1|ATG6 autophagy related 6 homolog|beclin 1 (coiled-coil, moesin-like BCL2-interacting protein)|beclin 1, autophagy related|beclin1-beta|beclin1-gamma|coiled-coil myosin-like BCL2-interacting protein|testis secretory sperm-binding protein Li 215e	17q21.31	17	NC_000017.11	42810132	42824282	minus	12	604378
9606	Homo sapiens	637	0	live	BID	FP497	BH3 interacting domain death agonist	BH3-interacting domain death agonist|Human BID coding sequence|apoptic death agonist|desmocollin type 4|p22 BID	22q11.21	22	NC_000022.11	17734138	17774665	minus	8	601997
9606	Homo sapiens	274	0	live	BIN1	AMPH2, AMPHL, CNM2, SH3P9	bridging integrator 1	myc box-dependent-interacting protein 1|amphiphysin 2|amphiphysin II|amphiphysin-like protein|box dependant MYC interacting protein 1|box-dependent myc-interacting protein 1	2q14.3	2	NC_000002.12	127048023	127107154	minus	22	601248
9606	Homo sapiens	406	0	live	BMAL1	ARNTL, ARNTL1c, JAP3, MOP3, PASD3, TIC, bHLHe5, BMAL1	basic helix-loop-helix ARNT like 1	basic helix-loop-helix ARNT-like protein 1|ARNT-like protein 1, brain and muscle|PAS domain containing 3|PAS domain-containing protein 3|aryl hydrocarbon receptor nuclear translocator like|aryl hydrocarbon receptor nuclear translocator-like protein 1|bHLH-PAS protein JAP3|basic helix-loop-helix family member e5|basic-helix-loop-helix-PAS orphan MOP3|basic-helix-loop-helix-PAS protein MOP3|brain and muscle ARNT-like 1|class E basic helix-loop-helix protein 5|member of PAS protein 3|member of PAS superfamily 3|mutant basic helix-loop-helix ARNT-like protein 1|testis tissue sperm-binding protein Li 50e	11p15.3	11	NC_000011.10	13276652	13387266	plus	27	602550
9606	Homo sapiens	652	0	live	BMP4	BMP2B, BMP2B1, MCOPS6, OFC11, ZYME	bone morphogenetic protein 4	bone morphogenetic protein 4|bone morphogenetic protein 2B	14q22.2	14	NC_000014.9	53949736	53956891	minus	6	112262
